t,V,X,P
2486.97390132322,11.0515397451910,27020,462.353520638313
2487.87882096490,11.0507049901186,27030,462.285568344468
2488.78380896435,11.0498702812341,27040,462.217627294572
2489.68886532811,11.0490356185993,27050,462.149697491845
2490.59399006271,11.0482010022759,27060,462.081778939510
2491.49918317468,11.0473664323258,27070,462.013871640787
2492.40444467056,11.0465319088109,27080,461.945975598901
2493.30977455686,11.0456974317932,27090,461.878090817075
2494.21517284009,11.0448630013345,27100,461.810217298535
2495.12063952678,11.0440286174969,27110,461.742355046507
2496.02617462344,11.0431942803425,27120,461.674504064219
2496.93177813655,11.0423599899333,27130,461.606664354900
2497.83745007264,11.0415257463314,27140,461.538835921780
2498.74319043818,11.0406915495990,27150,461.471018768088
2499.64899923968,11.0398573997983,27160,461.403212897058
2500.55487648361,11.0390232969915,27170,461.335418311922
2501.46082217647,11.0381892412408,27180,461.267635015914
2502.36683632472,11.0373552326087,27190,461.199863012270
2503.27291893483,11.0365212711573,27200,461.132102304226
2504.17907001329,11.0356873569491,27210,461.064352895019
2505.08528956655,11.0348534900465,27220,460.996614787887
2505.99157760106,11.0340196705120,27230,460.928887986071
2506.89793412329,11.0331858984080,27240,460.861172492811
2507.80435913969,11.0323521737971,27250,460.793468311349
2508.71085265669,11.0315184967418,27260,460.725775444927
2509.61741468074,11.0306848673048,27270,460.658093896789
2510.52404521828,11.0298512855487,27280,460.590423670181
2511.43074427574,11.0290177515361,27290,460.522764768348
2512.33751185954,11.0281842653298,27300,460.455117194538
2513.24434797611,11.0273508269926,27310,460.387480951999
2514.15125263187,11.0265174365872,27320,460.319856043981
2515.05822583322,11.0256840941765,27330,460.252242473733
2515.96526758658,11.0248507998233,27340,460.184640244508
2516.87237789835,11.0240175535905,27350,460.117049359557
2517.77955677493,11.0231843555411,27360,460.049469822136
2518.68680422272,11.0223512057381,27370,459.981901635498
2519.59412024810,11.0215181042445,27380,459.914344802899
2520.50150485746,11.0206850511233,27390,459.846799327597
2521.40895805718,11.0198520464377,27400,459.779265212850
2522.31647985364,11.0190190902507,27410,459.711742461916
2523.22407025321,11.0181861826256,27420,459.644231078057
2524.13172926225,11.0173533236255,27430,459.576731064533
2525.03945688713,11.0165205133138,27440,459.509242424607
2525.94725313420,11.0156877517536,27450,459.441765161542
2526.85511800983,11.0148550390083,27460,459.374299278604
2527.76305152035,11.0140223751413,27470,459.306844779057
2528.67105367211,11.0131897602160,27480,459.239401666170
2529.57912447144,11.0123571942958,27490,459.171969943209
2530.48726392469,11.0115246774442,27500,459.104549613443
2531.39547203818,11.0106922097247,27510,459.037140680144
2532.30374881823,11.0098597912008,27520,458.969743146581
2533.21209427117,11.0090274219361,27530,458.902357016028
2534.12050840331,11.0081951019944,27540,458.834982291757
2535.02899122096,11.0073628314391,27550,458.767618977044
2535.93754273043,11.0065306103341,27560,458.700267075164
2536.84616293801,11.0056984387431,27570,458.632926589393
2537.75485185000,11.0048663167298,27580,458.565597523009
2538.66360947270,11.0040342443582,27590,458.498279879292
2539.57243581239,11.0032022216919,27600,458.430973661520
2540.48133087535,11.0023702487950,27610,458.363678872976
2541.39029466786,11.0015383257313,27620,458.296395516941
2542.29932719619,11.0007064525649,27630,458.229123596698
2543.20842846661,10.9998746293597,27640,458.161863115533
2544.11759848538,10.9990428561798,27650,458.094614076729
2545.02683725876,10.9982111330892,27660,458.027376483575
2545.93614479300,10.9973794601522,27670,457.960150339357
2546.84552109435,10.9965478374328,27680,457.892935647364
2547.75496616905,10.9957162649953,27690,457.825732410886
2548.66448002334,10.9948847429039,27700,457.758540633214
2549.57406266345,10.9940532712228,27710,457.691360317640
2550.48371409562,10.9932218500165,27720,457.624191467457
2551.39343432606,10.9923904793492,27730,457.557034085959
2552.30322336100,10.9915591592853,27740,457.489888176442
2553.21308120665,10.9907278898893,27750,457.422753742201
2554.12300786922,10.9898966712256,27760,457.355630786535
2555.03300335491,10.9890655033588,27770,457.288519312742
2555.94306766992,10.9882343863534,27780,457.221419324122
2556.85320082045,10.9874033202739,27790,457.154330823975
2557.76340281268,10.9865723051850,27800,457.087253815603
